Format Version,1.23,Take Name,Take 2023-09-07 07.27.12 AM_007,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-09-07 08.23.15.163 A. M.,Capture Start Frame,453465,Total Frames in Take,2650,Total Exported Frames,2650,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1935,Unlabeled 1935,Unlabeled 1935,Unlabeled 1936,Unlabeled 1936,Unlabeled 1936
,ID,"CAD80","CAD80","CAD80","CAD10","CAD10","CAD10"
,,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
2502,20.850000,-1.063442,0.027106,-0.497331,,,
2503,20.858333,-1.063298,0.027183,-0.497321,,,
2504,20.866667,-1.063353,0.027125,-0.497321,,,
2505,20.875000,-1.063223,0.027078,-0.497287,,,
2506,20.883333,-1.063212,0.026944,-0.497228,,,
2507,20.891667,-1.063060,0.026945,-0.497254,,,
2508,20.900000,-1.063061,0.026932,-0.497151,,,
2509,20.908333,-1.062957,0.027035,-0.497259,,,
2510,20.916667,-1.062867,0.027131,-0.497236,,,
2511,20.925000,-1.062767,0.027142,-0.497188,,,
2512,20.933333,-1.062739,0.027078,-0.497221,,,
2513,20.941667,-1.062586,0.026805,-0.497109,,,
2514,20.950000,-1.062405,0.026764,-0.497111,,,
2515,20.958333,-1.062295,0.026864,-0.497032,,,
2516,20.966667,-1.062176,0.026905,-0.497078,,,
2517,20.975000,-1.062153,0.026811,-0.497025,,,
2518,20.983333,-1.062038,0.026758,-0.497088,,,
2519,20.991667,-1.061944,0.026766,-0.497075,,,
2520,21.000000,-1.061867,0.026794,-0.497060,,,
2521,21.008333,-1.062014,0.026652,-0.496790,,,
2522,21.016667,-1.061894,0.026748,-0.496771,,,
2523,21.025000,-1.061816,0.026740,-0.496730,,,
2524,21.033333,-1.061713,0.026719,-0.496688,,,
2525,21.041667,-1.061612,0.026745,-0.496643,,,
2526,21.050000,-1.061502,0.026709,-0.496576,,,
2527,21.058333,-1.061420,0.026716,-0.496557,,,
2528,21.066667,-1.061357,0.026693,-0.496545,,,
2529,21.075000,-1.061298,0.026699,-0.496464,,,
2530,21.083333,-1.061301,0.026672,-0.496403,,,
2531,21.091667,-1.061247,0.026697,-0.496317,,,
2532,21.100000,-1.060872,0.026724,-0.496498,,,
2533,21.108333,-1.061143,0.026691,-0.496186,,,
2534,21.116667,-1.060756,0.026672,-0.496363,,,
2535,21.125000,-1.060995,0.026612,-0.495994,,,
2536,21.133333,-1.060951,0.026615,-0.495969,,,
2537,21.141667,-1.060913,0.026623,-0.495968,,,
2538,21.150000,-1.060915,0.026630,-0.495998,,,
2539,21.158333,-1.060641,0.026711,-0.496341,,,
2540,21.166667,-1.060620,0.026716,-0.496344,,,
2541,21.175000,-1.060577,0.026652,-0.496394,,,
2542,21.183333,-1.060524,0.026640,-0.496391,,,
2543,21.191667,-1.060494,0.026669,-0.496376,,,
2544,21.200000,-1.060476,0.026672,-0.496398,,,
2545,21.208333,-1.060465,0.026674,-0.496416,,,
2546,21.216667,-1.060437,0.026666,-0.496389,,,
2547,21.225000,-1.060470,0.026626,-0.496409,,,
2548,21.233333,-1.060426,0.026591,-0.496396,,,
2549,21.241667,-1.060460,0.026641,-0.496467,,,
2550,21.250000,-1.060456,0.026644,-0.496471,,,
2551,21.258333,-1.060452,0.026637,-0.496465,,,
2552,21.266667,-1.060437,0.026628,-0.496447,,,
2553,21.275000,-1.060438,0.026645,-0.496466,,,
2554,21.283333,-1.060431,0.026642,-0.496480,,,
2555,21.291667,-1.060449,0.026651,-0.496482,,,
2556,21.300000,-1.060419,0.026641,-0.496487,,,
2557,21.308333,-1.060439,0.026628,-0.496493,,,
2558,21.316667,-1.060444,0.026621,-0.496501,,,
2559,21.325000,-1.060423,0.026643,-0.496508,,,
2560,21.333333,-1.060425,0.026628,-0.496512,,,
2561,21.341667,-1.060403,0.026621,-0.496508,,,
2562,21.350000,-1.060398,0.026624,-0.496513,,,
2563,21.358333,-1.060405,0.026627,-0.496520,,,
2564,21.366667,-1.060408,0.026622,-0.496522,,,
2565,21.375000,-1.060410,0.026625,-0.496527,,,
2566,21.383333,-1.060391,0.026620,-0.496533,,,
2567,21.391667,-1.060372,0.026625,-0.496526,,,
2568,21.400000,-1.060373,0.026630,-0.496526,,,
2569,21.408333,-1.060392,0.026639,-0.496540,,,
2570,21.416667,-1.060410,0.026644,-0.496541,,,
2571,21.425000,-1.060446,0.026692,-0.496534,,,
2572,21.433333,-1.060412,0.026632,-0.496558,,,
2573,21.441667,-1.060394,0.026629,-0.496541,,,
2574,21.450000,-1.060692,0.026671,-0.496263,,,
2575,21.458333,-1.060435,0.026697,-0.496534,,,
2576,21.466667,-1.060416,0.026648,-0.496572,,,
2577,21.475000,-1.060418,0.026694,-0.496530,,,
2578,21.483333,-1.060410,0.026643,-0.496557,,,
2579,21.491667,-1.060415,0.026636,-0.496578,,,
2580,21.500000,-1.060423,0.026662,-0.496570,,,
2581,21.508333,-1.060449,0.026689,-0.496525,,,
2582,21.516667,-1.060465,0.026687,-0.496543,,,
2583,21.525000,-1.060412,0.026631,-0.496557,,,
2584,21.533333,-1.060438,0.026704,-0.496549,,,
2585,21.541667,-1.060427,0.026652,-0.496579,,,
2586,21.550000,-1.060405,0.026663,-0.496574,,,
2587,21.558333,-1.060410,0.026666,-0.496578,,,
2588,21.566667,-1.060397,0.026636,-0.496555,,,
2589,21.575000,-1.060378,0.026642,-0.496581,,,
2590,21.583333,-1.060428,0.026701,-0.496539,,,
2591,21.591667,-1.060455,0.026704,-0.496553,,,
2592,21.600000,-1.060425,0.026646,-0.496574,,,
2593,21.608333,-1.060449,0.026686,-0.496562,,,
2594,21.616667,-1.060416,0.026641,-0.496572,,,
2595,21.625000,-1.060397,0.026645,-0.496563,,,
2596,21.633333,-1.060426,0.026654,-0.496610,,,
2597,21.641667,-1.060408,0.026652,-0.496568,,,
2598,21.650000,-1.060403,0.026639,-0.496572,,,
2599,21.658333,-1.060432,0.026624,-0.496582,,,
2600,21.666667,-1.060413,0.026646,-0.496571,,,
2601,21.675000,-1.060440,0.026714,-0.496560,,,
2602,21.683333,-1.060430,0.026653,-0.496603,,,
2603,21.691667,-1.060426,0.026704,-0.496559,,,
2604,21.700000,-1.060403,0.026651,-0.496567,,,
2605,21.708333,-1.060415,0.026642,-0.496586,,,
2606,21.716667,-1.060418,0.026656,-0.496576,,,
2607,21.725000,-1.060471,0.026708,-0.496554,,,
2608,21.733333,-1.060428,0.026669,-0.496570,,,
2609,21.741667,-1.060425,0.026649,-0.496588,,,
2610,21.750000,-1.060463,0.026710,-0.496555,,,
2611,21.758333,-1.060408,0.026657,-0.496559,,,
2612,21.766667,-1.060402,0.026657,-0.496551,,,
2613,21.775000,-1.060388,0.026670,-0.496562,,,
2614,21.783333,-1.060400,0.026648,-0.496561,,,
2615,21.791667,-1.060713,0.026647,-0.496233,,,
2616,21.800000,-1.060389,0.026629,-0.496521,,,
2617,21.808333,-1.060412,0.026650,-0.496540,,,
2618,21.816667,-1.060400,0.026673,-0.496554,,,
2619,21.825000,-1.060384,0.026655,-0.496539,,,
2620,21.833333,-1.060410,0.026635,-0.496545,,,
2621,21.841667,-1.060391,0.026649,-0.496542,,,
2622,21.850000,-1.060423,0.026633,-0.496559,,,
2623,21.858333,-1.060421,0.026624,-0.496550,,,
2624,21.866667,-1.060430,0.026638,-0.496564,,,
2625,21.875000,-1.060421,0.026623,-0.496548,,,
2626,21.883333,-1.060397,0.026624,-0.496553,,,
2627,21.891667,-1.060409,0.026641,-0.496549,,,
2628,21.900000,-1.060407,0.026653,-0.496557,,,
2629,21.908333,-1.060424,0.026636,-0.496550,,,
2630,21.916667,-1.060407,0.026634,-0.496551,,,
2631,21.925000,-1.060397,0.026621,-0.496544,,,
2632,21.933333,-1.060402,0.026641,-0.496557,,,
2633,21.941667,-1.060422,0.026657,-0.496554,,,
2634,21.950000,-1.060425,0.026638,-0.496554,,,
2635,21.958333,-1.060413,0.026623,-0.496550,,,
2636,21.966667,-1.060403,0.026633,-0.496550,,,
2637,21.975000,-1.060392,0.026637,-0.496551,,,
2638,21.983333,-1.060416,0.026639,-0.496556,,,
2639,21.991667,-1.060442,0.026698,-0.496536,,,
2640,22.000000,-1.060402,0.026642,-0.496568,,,
2641,22.008333,-1.060383,0.026653,-0.496565,,,
2642,22.016667,-1.060377,0.026649,-0.496545,,,
2643,22.025000,-1.060371,0.026651,-0.496537,,,
2644,22.033333,-1.060395,0.026648,-0.496544,,,
2645,22.041667,-1.060406,0.026653,-0.496552,,,
2646,22.050000,-1.060418,0.026659,-0.496564,,,
2647,22.058333,-1.060396,0.026663,-0.496567,,,
2648,22.066667,-1.060406,0.026649,-0.496564,,,
2649,22.075000,-1.060394,0.026662,-0.496554,,,
